DiseaseID	DiseaseName
MESH:D000795	Fabry Disease
DOID:2224	Essential thrombocythemia
DOID:0111057	platelet-type bleeding disorder 11
ICD10:D819	Combined immunodeficiency  unspecified
ICD10:Q913	Trisomy 18  unspecified
DOID:10575	Calcium metabolism disease
ICD10:J	Acute nasopharyngitis [common cold]
ICD10:E754	Neuronal ceroid lipofuscinosis
MESH:C535568	Absent patella
DOID:0060256	Dowling-Degos disease
MESH:D044342	Malnutrition
MESH:C563384	Cardiomyopathy, Dilated, 1E
MESH:D011535	Prune Belly Syndrome
MESH:D004479	Ectopia Lentis
MESH:C563443	Neuronopathy, Distal Hereditary Motor, Type V
DOID:0060307	Autosomal dominant intellectual developmental disorder
MESH:C566272	Townes-Brocks-Branchiootorenal-Like Syndrome
MESH:D008105	Liver Cirrhosis, Biliary
MESH:C565631	Wolfram-Like Syndrome, Autosomal Dominant
MESH:C537417	Butyrylcholinesterase deficiency
MESH:C563395	Deafness, Childhood-Onset Neurosensory, Autosomal Recessive 8
MESH:C563418	Deafness, Autosomal Recessive 6
MESH:C567675	Corneal Dystrophy, Fuchs Endothelial, 6
DOID:84	Osteochondritis dissecans
MESH:D008060	Lipodystrophy
MESH:C562509	Popliteal Pterygium Syndrome
MESH:C565020	Iron Overload, Autosomal Dominant
MESH:D001987	Bronchiectasis
MESH:C567857	Congenital Disorder of Glycosylation, Type Io
MESH:D019578	Multiple System Atrophy
MESH:C537521	Scleroatonic muscular dystrophy
MESH:D011125	Adenomatous Polyposis Coli
AmyCo:29	AA Amyloidosis
ICD10:I45	Right fascicular block
MESH:C536142	Megalencephaly cutis marmorata telangiectatica congenita
DOID:2962	Cockayne syndrome
ICD10:G379	Demyelinating disease of central nervous system  unspecified
DOID:0111788	Melnick-Needles syndrome
MESH:D015576	Hyperostosis
ICD10:E35	Disorders of endocrine glands in diseases classd elswhr
MESH:C537581	Senior-Loken syndrome 4
AmyCo:25	Apolipoprotein C-II associated Amyloidosis
DOID:896	Metal metabolism disorder
MESH:C536962	Timothy syndrome
MESH:D003645	Death, Sudden
MESH:D001750	Urinary Bladder, Neurogenic
MESH:C563818	Ataxia, Sensory, Autosomal Dominant
MESH:C548083	Noonan Syndrome 5
MESH:C535962	Epidermolysis bullosa simplex, Ogna type
MESH:C537194	Lethal congenital contracture syndrome 1
ICD10:Q984	Klinefelter syndrome  unspecified
DOID:0111337	Jackson-Weiss syndrome
DOID:12798	Mucopolysaccharidosis
MESH:C536890	Hemiplegic migraine, familial type 1
MESH:D059041	Plagiocephaly
MESH:D007714	Klippel-Feil Syndrome
ICD10:D4	Neoplasm of uncertain behavior of prostate
DOID:0050629	Aicardi-Goutieres syndrome
DOID:1712	Aortic valve stenosis
MESH:D018442	Lymphoma, B-Cell, Marginal Zone
MESH:C536600	Amaurosis congenita of Leber, type 1
MESH:C567002	Epilepsy, Childhood Absence, Susceptibility To, 4
ICD10:D761	Hemophagocytic lymphohistiocytosis
MESH:D017689	Polydactyly
DOID:0110721	Neuronal ceroid lipofuscinosis 1
DOID:6713	Cerebrovascular disease
MESH:C562592	Xeroderma Pigmentosum, Complementation Group F
MESH:D010911	Pituitary Neoplasms
DOID:0060479	Shwachman-Diamond syndrome
MESH:D014806	Vitamin B 12 Deficiency
MESH:D019294	Xanthomatosis, Cerebrotendinous
ICD10:H219	Unspecified disorder of iris and ciliary body
MESH:C537183	Robinow Sorauf syndrome
DOID:14566	Disease of cellular proliferation
MESH:C565169	Complement Component 3 Deficiency, Autosomal Recessive
MESH:D002349	Carpal Tunnel Syndrome
MESH:D001919	Bradycardia
MESH:D018908	Muscle Weakness
ICD10:D820	Wiskott-Aldrich syndrome
MESH:D003248	Constipation
MESH:C565832	Deafness, Autosomal Dominant 16
DOID:0090125	Brain small vessel disease 1
MESH:C536570	Craniometaphyseal dysplasia, autosomal recessive type
MESH:C535557	Ablepharon macrostomia syndrome
AmyCo:36	Variably Protease-Sensitive Prionopathy
DOID:0111259	Postaxial acrofacial dysostosis
DOID:9455	Lipid storage disease
ICD10:Q771	Thanatophoric short stature
MESH:D004422	Dystonia Musculorum Deformans
MESH:C537377	Multiple pterygium syndrome
DOID:0080468	Developmental and epileptic encephalopathy 1
ICD10:G6	Hereditary motor and sensory neuropathy
MESH:D006966	Hyperprolactinemia
MESH:C564327	Hypotrichosis-Lymphedema-Telangiectasia Syndrome
DOID:0050167	Autoimmune polyendocrine syndrome type 1
MESH:D006948	Hyperkinesis
DOID:0080457	microcephaly, seizures, and developmental delay
MESH:D020323	Tics
DOID:12803	Sly syndrome
DOID:13911	Achromatopsia
MESH:D009084	Mucopolysaccharidosis III
MESH:D042882	Gallstones
MESH:D006337	Heart Murmurs
DOID:859	Holocarboxylase synthetase deficiency
DOID:0080015	Physical disorder
MESH:C535572	Cantu syndrome
MESH:C566912	Muscular Dystrophy, Limb-Girdle, Type 2M
MESH:C537705	Kabuki syndrome
MESH:D054069	Multiple Acyl Coenzyme A Dehydrogenase Deficiency
DOID:1540	Parathyroid carcinoma
MESH:C564064	CDKL5 deficiency disorder
DOID:0090109	Autosomal dominant hypocalcemia
MESH:D007172	Erectile Dysfunction
MESH:D006937	Hypercholesterolemia
DOID:0050954	Spinocerebellar ataxia type 1
ICD10:G61	Guillain-Barre syndrome
MESH:D007889	Leiomyoma
MESH:C537201	Spinocerebellar ataxia 23
MESH:D013274	Stomach Neoplasms
MESH:C563523	Neurofibromatosis, Familial Spinal
DOID:0050854	Muckle-Wells syndrome
AmyCo:40	Medin Amyloidosis
MESH:C565814	Leber Congenital Amaurosis 3
DOID:1921	Klinefelter syndrome
DOID:4371	Schnitzler syndrome
DOID:13482	Proteus syndrome
DOID:3413	alpha-mannosidosis
MESH:C537027	Lipoid congenital adrenal hyperplasia
ICD10:M350	Sjogren syndrome  unspecified
MESH:C563007	Hypochondrogenesis
MESH:C565188	Spinocerebellar Ataxia, Autosomal Recessive 8
DOID:4154	Dentinogenesis imperfecta
ICD10:G52	Disorders of olfactory nerve
DOID:3620	Central nervous system cancer
DOID:0080298	Complete generalized lipodystrophy
DOID:0070261	Congenital disorder of glycosylation type IIi
DOID:12894	Sjogren's syndrome
MESH:C564109	Male Pseudohermaphroditism due to Deficiency of Testicular 17,20-Desmolase
DOID:0070004	Myeloid neoplasm
MESH:C564992	Fundus Dystrophy, Pseudoinflammatory, Of Sorsby
MESH:C563273	Hyperparathyroidism 2
MESH:C563295	Deafness, Autosomal Dominant 12
MESH:C567747	Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related
MESH:C565058	Elliptocytosis 2
MESH:C536198	Ehlers-Danlos syndrome type 6
MESH:D003876	Dermatitis, Atopic
DOID:0080010	Bone structure disease
ICD10:Q98	Klinefelter syndrome karyotype 47  XXY
MESH:C536979	Transient bullous dermolysis of the newborn
MESH:C567577	Otopalatodigital Spectrum Disorder
MESH:C563034	Basal Laminar Drusen
MESH:D063173	Retrognathia
ICD10:Q782	Osteopetrosis
MESH:D010013	Osteogenesis Imperfecta
MESH:D001238	Asphyxia Neonatorum
MESH:D066087	Perinatal Death
MESH:C563938	Obesity, Hyperphagia, and Developmental Delay
MESH:C538003	Dystonia 6, torsion
MESH:D008607	Intellectual Disability
MESH:D055752	Small Cell Lung Carcinoma
DOID:0060013	X-linked severe combined immunodeficiency
DOID:0060411	Chromosome 1q21.1 deletion syndrome
MESH:D054218	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
MESH:D013341	Sturge-Weber Syndrome
MESH:C567513	Long Qt Syndrome 11
DOID:9248	Pallister-Hall syndrome
MESH:D004828	Epilepsies, Partial
MESH:C566984	Charcot-Marie-Tooth Disease, Type 4j
MESH:C564254	Capillary Malformation-Arteriovenous Malformation
MESH:C562783	Hypercalciuric Hypocalcemia, Familial
MESH:D029593	Jervell-Lange Nielsen Syndrome
MESH:D006323	Heart Arrest
MESH:D017119	Porphyria Cutanea Tarda
DOID:3659	Sialuria
DOID:0080045	Kniest dysplasia
ICD10:J8	Acute respiratory distress syndrome
MESH:C538258	ATR-X syndrome
DOID:3633	beta-mannosidosis
DOID:13515	Tuberous sclerosis
MESH:D003397	Craniopharyngioma
MESH:C563400	Usher Syndrome, Type ID
DOID:0060747	Duane-radial ray syndrome
MESH:D018813	Multiple Endocrine Neoplasia Type 2a
MESH:D055036	Campomelic Dysplasia
MESH:D011693	Purpura
DOID:2351	Iron metabolism disease
ICD10:M50	Cervical disc disorder with myelopathy  unsp cervical region
DOID:0080701	Prothrombin thrombophilia
DOID:12306	Vitiligo
DOID:0111455	GRACILE syndrome
MESH:C564683	Hypermethioninemia
MESH:D020788	Bardet-Biedl Syndrome
DOID:0060294	cold-induced sweating syndrome
MESH:C564675	Deafness, Autosomal Dominant 36
MESH:D014987	Xerostomia
MESH:D004646	Emphysema
MESH:D001835	Body Weight
DOID:3323	Sandhoff disease
ICD10:G11	Congenital nonprogressive ataxia
MESH:C535301	Charcot-Marie-Tooth disease, Type 4E
MESH:C536434	CODAS syndrome
DOID:421	Hair disease
MESH:C566476	Chromosome 17q21.31 Deletion Syndrome
ICD10:G35	Multiple sclerosis
MESH:C565777	Colorectal Cancer, Hereditary Nonpolyposis, Type 7
MESH:D014071	Tooth Abnormalities
DOID:0050544	Hypermethioninemia
MESH:C563785	Pseudohyperkalemia, Familial, 2, due to Red Cell Leak
MESH:D006972	Hypertelorism
MESH:C563162	Chondrocalcinosis 2
MESH:C537470	Microvillus inclusion disease
MESH:C565114	Failure of Tooth Eruption, Primary
MESH:C537730	Oculocutaneous albinism type 2
MESH:D006222	Hamartoma
MESH:C537494	Stickler syndrome, type 3
DOID:0050439	Usher syndrome
DOID:12326	Chronic pulmonary heart disease
MESH:C536716	Young McKeever Squier syndrome
DOID:0111618	Autosomal recessive spinocerebellar ataxia 8
MESH:C567856	Growth Retardation, Developmental Delay, Coarse Facies, And Early Death
MESH:D006995	Hypobetalipoproteinemias
MESH:C567261	Myopathy, Congenital, Compton-North
MESH:C565016	Hypertrichosis Terminalis, Generalized, with or without Gingival Hyperplasia
MESH:D009303	Nasopharyngeal Neoplasms
MESH:C564696	Oculocutaneous Albinism, Type IV
MESH:C537143	Ossification of the posterior longitudinal ligament of the spine
MESH:D008594	Menopause, Premature
MESH:C536030	MASS syndrome
DOID:0060085	Organ system benign neoplasm
MESH:D002547	Cerebral Palsy
ICD10:H939	Unspecified disorder of ear  unspecified ear
MESH:C562865	Heparin Cofactor II Deficiency
MESH:C566337	Hypercholesterolemia, Autosomal Dominant, 3
MESH:C563740	Charcot-Marie-Tooth Disease, Type 4H
DOID:14749	Methylmalonic acidemia
DOID:11725	Cornelia de Lange syndrome
MESH:C563730	Epidermolysis Bullosa Simplex with Migratory Circinate Erythema
MESH:D015324	Pyruvate Carboxylase Deficiency Disease
MESH:D005173	Factor XI Deficiency
ICD10:F5	Anorexia nervosa  unspecified
MESH:C538322	Histiocytosis with joint contractures and sensorineural deafness
MESH:C536508	Thanatophoric dysplasia, type 2
MESH:D016569	Blepharophimosis
DOID:0080143	Congenital fibrosis of the extraocular muscles
DOID:2345	Plasma protein metabolism disease
ICD10:E729	Disorder of amino-acid metabolism  unspecified
MESH:C566300	alpha-Fetoprotein Deficiency
MESH:C566296	Cardiomyopathy, Dilated, 1u
ICD10:H2	Unspecified acute and subacute iridocyclitis
MESH:C537423	Apraxia, oculomotor, Cogan type
DOID:8778	Crohn's disease
DOID:631	Fibromyalgia
DOID:15	Reproductive system disease
MESH:D001327	Autoimmune Diseases
MESH:C536637	Schneckenbecken dysplasia
MESH:D012175	Retinoblastoma
DOID:0111628	High myopia-sensorineural deafness syndrome
MESH:D002636	Cherubism
MESH:C564008	Retinitis Pigmentosa 13
MESH:C564703	Charcot-Marie-Tooth Disease, Dominant Intermediate B
MESH:D007964	Leukocytosis
MESH:D020016	Activated Protein C Resistance
MESH:D065817	Congenital Microtia
DOID:0050338	Primary bacterial infectious disease
MESH:D011546	Pseudohypoaldosteronism
MESH:C536132	Meckel syndrome type 3
DOID:0070197	Distal myopathy 1
DOID:0111448	Progressive myoclonus epilepsy 1B
DOID:12559	Idiopathic juvenile osteoporosis
MESH:D045745	Scleroderma, Limited
DOID:4480	Achondroplasia
DOID:2226	Myeloproliferative neoplasm
DOID:0060180	Colitis
ICD10:Q79	Congenital diaphragmatic hernia
MESH:C548029	Karak Syndrome
MESH:C565200	Osteogenesis Imperfecta Type VII
MESH:C565170	Complement Component C1s Deficiency
ICD10:I711	Thoracic aortic aneurysm  ruptured  unspecified
MESH:D010842	Pica
MESH:C536959	Temtamy syndrome
MESH:D005921	Glomerulonephritis
MESH:D055652	Gray Platelet Syndrome
MESH:C567032	Phosphoserine Aminotransferase Deficiency
ICD10:D58	Hereditary spherocytosis
ICD10:I68	Cerebral amyloid angiopathy
MESH:C565972	Adrenocortical Carcinoma, Hereditary
MESH:D020233	Gait Disorders, Neurologic
MESH:D009290	Narcolepsy
MESH:C537768	Anophthalmia with pulmonary hypoplasia
ICD10:G318	Leukodystrophy  unspecified
MESH:C565312	Hyperaldosteronism, Familial, Type II
MESH:D003550	Cystic Fibrosis
DOID:0060176	gamma-amino butyric acid metabolism disorder
DOID:0070028	APP-related cerebral amyloid angiopathy
ICD10:L819	Disorder of pigmentation  unspecified
MESH:C567656	Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 2
MESH:D057178	Primary Progressive Nonfluent Aphasia
MESH:D016532	Mucopolysaccharidosis II
MESH:C537117	LEOPARD syndrome, 2
MESH:D057180	Frontotemporal Dementia
DOID:1701	Steroid inherited metabolic disorder
MESH:C562851	Hereditary Motor And Sensory Neuropathy VI
DOID:679	Basal ganglia disease
MESH:D050500	Pancreatitis, Chronic
DOID:5325	Roberts syndrome
MESH:C564741	Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1
DOID:0090110	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome
MESH:C536300	Partington X-linked mental retardation syndrome
DOID:0060888	Transient myeloproliferative syndrome
MESH:C563992	Retinitis Pigmentosa 14
MESH:C566950	Hypotrichosis, Localized, Autosomal Recessive, 3
DOID:0050448	Hereditary mucosal leukokeratosis
MESH:C537361	Methylmalonic aciduria cblB type
MESH:C563422	Palmoplantar Keratoderma, Nonepidermolytic
MESH:D000130	Achondroplasia
DOID:0111261	Fumarase deficiency
DOID:0060041	Autism spectrum disorder
MESH:D043183	Irritable Bowel Syndrome
ICD10:Q	Anencephaly
MESH:D003490	Cyanosis
MESH:C565429	Lymphoblastic Leukemia, Acute, with Lymphomatous Features
DOID:1554	Vibratory urticaria
DOID:0050535	Exudative vitreoretinopathy
MESH:C563030	Heinz Body Anemias
DOID:1338	Congenital dyserythropoietic anemia
MESH:D009128	Muscle Spasticity
MESH:C537834	Macular dystrophy, corneal type 1
DOID:0060221	Maffucci syndrome
MESH:C566425	Retinitis Pigmentosa 25
ICD10:L200	Besnier's prurigo
MESH:C563865	Cardiomyopathy, Familial Hypertrophic, 10
DOID:0060123	Connective tissue benign neoplasm
DOID:9253	Gastrointestinal stromal tumor
MESH:C567605	Oculodentodigital Dysplasia, Autosomal Recessive
MESH:C562647	Hypophosphatasia, Adult
MESH:D012734	Disorders of Sex Development
ICD10:E740	Glycogen storage disease  unspecified
MESH:C537457	Mental retardation-hypotonic facies syndrome, x-linked, 1
MESH:D014009	Onychomycosis
DOID:4252	Alexander disease
MESH:D001049	Apnea
MESH:C536554	Oliver-McFarlane syndrome
MESH:C567854	Retinitis Pigmentosa 42
MESH:D003866	Depressive Disorder
MESH:D008945	Mitral Valve Prolapse
MESH:C535627	Hand foot uterus syndrome
MESH:C567699	Amyotrophic Lateral Sclerosis 6, Autosomal Recessive
MESH:C536662	Peroxisomal ACYL-COA oxidase deficiency
DOID:0080540	Galactosialidosis
MESH:C563146	Mental Retardation, X-Linked 30
MESH:C535712	Maple syrup urine disease, type 2
DOID:0060733	Junctional epidermolysis bullosa with pyloric atresia
MESH:C565917	Bardet-Biedl Syndrome 8
MESH:C567020	Polyhydramnios, Megalencephaly, And Symptomatic Epilepsy
DOID:848	Arthritis
DOID:0090031	D-bifunctional protein deficiency
ICD10:Q776	Chondroectodermal dysplasia
MESH:C567718	Marie Unna Hereditary Hypotrichosis 1
DOID:0080354	Phelan-McDermid syndrome
MESH:D008313	Malocclusion, Angle Class III
MESH:C567494	Hyperphenylalaninemia, Non-Pku Mild
MESH:D008258	Waldenstrom Macroglobulinemia
MESH:D065710	Glossoptosis
MESH:C535897	Limb-girdle muscular dystrophy type 2H
MESH:C537345	Sitosterolemia
DOID:14365	Systemic primary carnitine deficiency disease
MESH:D061218	Depressive Disorder, Treatment-Resistant
ICD10:H27	Aphakia  unspecified eye
MESH:C562803	Beta-Hydroxyisobutyryl CoA Deacylase Deficiency
MESH:C537005	Complement component 5 deficiency
MESH:C563324	Platelet Disorder, Familial, with Associated Myeloid Malignancy
MESH:D005633	Fructose Intolerance
MESH:C548080	Neuroferritinopathy
ICD10:G231	Progressive supranuclear ophthalmoplegia
DOID:75	Lymphatic system disease
DOID:9274	Hyperlysinemia
MESH:C564408	Hydrocephalus, X-Linked, with Congenital Idiopathic Intestinal Pseudoobstruction
DOID:630	Genetic disease
MESH:C566540	Migraine, Familial Basilar
DOID:1440	Machado-Joseph disease
MESH:D000568	Amenorrhea
MESH:C567516	Temple-Baraitser Syndrome
MESH:C567357	Birk-Barel Mental Retardation Dysmorphism Syndrome
MESH:C579935	Autosomal Recessive Primary Microcephaly
ICD10:K900	Celiac disease
ICD10:G71	Muscular dystrophy  unspecified
MESH:D000152	Acne Vulgaris
MESH:D019305	Epilepsy, Rolandic
MESH:C535706	Mandibuloacral dysplasia with type B lipodystrophy
ICD10:I6	Ntrm subarach hemorrhage from unsp carotid siphon and bifurc
DOID:0050706	Variable age at onset electroclinical syndrome
DOID:0070265	Congenital disorder of glycosylation type IIm
MESH:C566339	Deafness, Autosomal Recessive 16
DOID:423	Myopathy
DOID:0111252	Neurofibromatosis 2
DOID:10629	Microphthalmia
MESH:D006850	Hydrocephalus, Normal Pressure
MESH:D005094	Exophthalmos
MESH:C536652	Pentosuria
MESH:D009202	Cardiomyopathies
MESH:D003616	Dandy-Walker Syndrome
MESH:D012891	Sleep Apnea Syndromes
DOID:7400	Nijmegen breakage syndrome
DOID:0111044	Gray platelet syndrome
MESH:C567425	Alopecia, Neurologic Defects, and Endocrinopathy Syndrome
MESH:C564076	Properdin Deficiency, Type III
DOID:14748	Sotos syndrome
MESH:D014012	Tinnitus
DOID:3651	Pyruvate carboxylase deficiency disease
MESH:C566857	Ceroid Lipofuscinosis, Neuronal, 2
MESH:C536078	Hydrocephalus, X-linked
MESH:C535942	Corneal dystrophy, Thiel-Behnke type
MESH:D004806	Ependymoma
DOID:0060655	Autosomal recessive congenital ichthyosis
MESH:C580095	Familial Osteochondritis Dissecans
MESH:C537860	Occipital horn syndrome
MESH:C580388	Prickle1-Related Progressive Myoclonic Epilepsy with Ataxia
MESH:D003922	Diabetes Mellitus, Type 1
DOID:0050692	Brody myopathy
MESH:D004893	Erythema Nodosum
MESH:D005600	Fragile X Syndrome
ICD10:E7	Classical phenylketonuria
DOID:1909	Melanoma
MESH:C537596	Short chain Acyl CoA dehydrogenase deficiency
DOID:0111358	Floating-Harbor syndrome
DOID:12554	hemolytic-uremic syndrome
MESH:D017563	Lung Diseases, Interstitial
DOID:4621	Holoprosencephaly
MESH:C537067	Focal cortical dysplasia of Taylor
MESH:C535277	Primary ciliary dyskinesia, 2
MESH:D007638	Keratoconjunctivitis Sicca
MESH:D011556	Pseudopseudohypoparathyroidism
ICD10:N2	Calculus of kidney
MESH:C535536	Iridogoniodysgenesis, dominant type
DOID:0111263	Combined malonic and methylmalonic acidemia
MESH:C538344	Navajo neurohepatopathy
DOID:1417	Choroid disease
ICD10:E71	Maple-syrup-urine disease
MESH:D001762	Blepharitis
MESH:D010381	Pelger-Huet Anomaly
DOID:0110865	Congenital stationary night blindness 1B
DOID:1441	Autosomal dominant cerebellar ataxia
MESH:C563816	Premature Ovarian Failure 3
ICD10:D471	Chronic myeloproliferative disease
MESH:D006013	Glycogen Storage Disease Type VI
MESH:D000361	Agammaglobulinemia
DOID:0050637	Finnish type amyloidosis
MESH:D022861	Hermanski-Pudlak Syndrome
DOID:0080005	Bone remodeling disease
DOID:0112374	Muscular dystrophy-dystroglycanopathy
MESH:D006848	Testicular Hydrocele
DOID:14773	cartilage-hair hypoplasia
MESH:C565785	Epilepsy, Partial, with Variable Foci
DOID:0060340	Ciliopathy
ICD10:G54	Brachial plexus disorders
DOID:10933	obsessive-compulsive disorder
MESH:D006502	Budd-Chiari Syndrome
ICD10:A	Cholera due to Vibrio cholerae 01  biovar cholerae
MESH:D001024	Aortic Valve Stenosis
MESH:C564624	Deafness, Autosomal Recessive 30
MESH:C537149	Hypogammaglobulinemia and Isolated growth hormone deficiency, X-linked
DOID:1838	Menkes disease
MESH:D009800	Oculocerebrorenal Syndrome
MESH:C536647	Pena Shokeir syndrome, type 1
MESH:C535900	Limb-girdle muscular dystrophy, type 2C
MESH:C537264	Lamellar ichthyosis, type 2
MESH:C536089	Congenital myasthenic syndrome ib
DOID:0080071	Mucolipidosis III alpha/beta
DOID:9553	Adrenal gland disease
MESH:C537403	Pitt-Hopkins syndrome
DOID:0050837	Multifocal dystonia
DOID:13382	Megaloblastic anemia
DOID:14227	Azoospermia
ICD10:G129	Spinal muscular atrophy  unspecified
MESH:C563867	Insulin-Like Growth Factor I Deficiency
DOID:83	Cataract
